city,property_type,area_sqft,bedrooms,bathrooms,age_years,floor,parking,furnished,facing,road_width,location_score,nearby_schools,nearby_hospital,nearby_metro,price
Chennai,Industrial,3840,2,1,15,4,3,Unfurnished,West,81,2.7,8,1,2,45339380
Mumbai,House,2948,4,3,27,1,2,Unfurnished,East,57,4.2,9,1,0,69768420
Bangalore,Industrial,4093,4,1,20,6,1,Unfurnished,North,76,4.5,1,4,1,60942634
Surat,Commercial,769,4,1,27,2,1,Semi-Furnished,South-West,75,5.3,6,4,1,9613298
Ahmedabad,Commercial,4050,1,1,0,16,3,Unfurnished,North-West,25,6.4,4,3,1,44567969
Hyderabad,Industrial,1186,1,4,5,29,0,Semi-Furnished,South-West,92,6.1,0,1,2,13993809
Kolkata,House,1349,2,1,8,23,1,Unfurnished,North-East,25,1.4,2,3,0,12394150
Surat,Commercial,921,4,4,14,23,3,Unfurnished,North-East,40,7.8,3,0,0,12456958
Delhi,Office,3343,1,3,11,2,2,Furnished,North,67,9.5,1,1,2,82777797
Kolkata,Industrial,754,2,4,2,12,3,Furnished,North,37,4.1,6,1,0,10452394
Chennai,Office,2735,2,4,10,6,3,Furnished,North-East,13,2.6,0,1,1,43386603
Chennai,Industrial,1882,4,2,14,24,1,Semi-Furnished,North-West,19,5.9,2,4,1,24210488
Pune,Apartment,2047,3,1,2,23,0,Semi-Furnished,East,60,7.3,8,2,0,25888257
Jaipur,Apartment,3445,4,1,13,2,2,Unfurnished,North-East,27,7.1,1,2,0,22598077
Pune,Apartment,2615,3,1,1,14,1,Semi-Furnished,North,56,6.5,4,4,2,30561592
Ahmedabad,Commercial,827,2,1,28,28,1,Unfurnished,West,41,2.3,3,4,2,9795218
Kolkata,Office,2937,1,2,3,17,1,Semi-Furnished,South,39,8.5,2,4,2,37950522
Jaipur,Office,944,5,2,25,28,2,Semi-Furnished,North-West,45,4.8,4,2,2,11012028
Hyderabad,Office,3164,2,2,18,9,0,Semi-Furnished,South-East,18,3.0,5,3,2,40460344
Delhi,House,4165,1,2,11,22,2,Furnished,North-West,45,1.8,0,4,2,87611404
Kolkata,Office,1058,2,1,1,6,2,Semi-Furnished,West,38,4.8,1,3,1,13588012
Pune,House,3227,4,4,16,8,0,Furnished,West,25,6.6,0,3,0,52182246
Mumbai,Apartment,2458,3,3,2,4,2,Furnished,South-East,30,7.0,2,0,2,50387340
Jaipur,Apartment,3727,2,2,9,19,3,Semi-Furnished,South-West,73,9.7,7,2,1,25452639
Jaipur,Commercial,1130,1,4,15,7,2,Unfurnished,North,75,2.4,7,3,0,11774193
Delhi,Industrial,2232,4,2,21,13,1,Unfurnished,North-East,68,9.9,3,2,0,38921840
Bangalore,Apartment,808,5,1,8,3,2,Unfurnished,South-West,37,6.9,5,2,0,13401291
Chennai,Industrial,4579,4,1,10,19,1,Semi-Furnished,East,64,5.1,8,0,2,57607156
Chennai,Industrial,3647,3,4,20,27,2,Unfurnished,North-West,40,9.0,6,2,2,42127917
Mumbai,Commercial,533,4,4,14,13,1,Furnished,South-East,42,7.3,1,3,2,20777100
Ahmedabad,Villa,1066,5,4,2,11,1,Unfurnished,North-West,96,4.1,1,1,0,16169255
Ahmedabad,Villa,676,1,1,15,1,1,Semi-Furnished,South-West,69,9.0,2,3,0,10109952
Hyderabad,Farm,3707,2,1,29,12,0,Unfurnished,West,50,7.0,7,3,1,23926108
Kolkata,Commercial,1281,3,3,20,0,2,Furnished,North-East,90,7.3,9,2,1,19696546
Surat,Farm,2460,5,4,20,19,2,Semi-Furnished,North-West,55,9.1,8,3,1,14884451
Bangalore,Farm,2482,3,3,20,6,3,Unfurnished,East,58,5.0,2,1,1,23178482
Pune,Villa,1637,4,2,27,27,3,Semi-Furnished,West,74,6.9,8,2,0,39138186
Surat,Commercial,2852,3,3,11,24,3,Semi-Furnished,East,51,7.7,9,4,2,31365243
Surat,Villa,558,5,2,22,8,2,Semi-Furnished,North-East,32,5.1,7,3,2,8585697
Jaipur,Farm,2996,2,2,4,27,0,Unfurnished,North-West,36,1.8,4,3,2,14062757
Mumbai,Commercial,4215,2,3,6,25,1,Semi-Furnished,South,98,7.9,9,0,2,140721484
Chennai,Farm,4774,3,4,8,16,2,Unfurnished,South-West,41,1.4,2,4,1,28576148
Hyderabad,Office,2926,1,2,20,20,0,Furnished,North-West,92,7.5,6,4,0,38530057
Ahmedabad,Industrial,510,3,4,17,22,0,Unfurnished,South-West,97,9.2,8,1,2,7578445
Mumbai,Commercial,941,4,1,20,12,2,Furnished,North-East,12,4.1,5,4,0,36466100
Jaipur,Commercial,1538,2,2,7,22,1,Unfurnished,North-West,69,1.9,2,0,1,15644274
Pune,Industrial,3683,2,1,11,9,0,Semi-Furnished,South-West,85,3.1,4,1,1,45300426
Hyderabad,Farm,4010,2,3,19,15,2,Unfurnished,South-East,88,6.1,6,4,2,26580385
Jaipur,Office,4855,1,4,1,5,1,Semi-Furnished,South-West,26,9.5,7,1,2,49271616
Chennai,House,3957,1,3,9,15,3,Furnished,North-West,41,5.6,3,4,1,54217897
Chennai,Industrial,2819,5,2,18,10,0,Unfurnished,North,16,2.0,1,4,1,32824411
Chennai,Villa,2156,3,1,8,25,0,Semi-Furnished,North-West,92,6.7,9,4,0,40271749
Mumbai,Farm,3486,3,2,24,19,2,Furnished,North-West,80,7.6,1,3,1,54631851
Mumbai,Industrial,2706,4,3,23,2,2,Furnished,South-West,78,4.5,2,4,0,67428360
Ahmedabad,Industrial,1375,2,4,7,27,1,Unfurnished,East,67,7.5,7,3,1,14940286
Ahmedabad,Commercial,1122,1,4,23,28,3,Furnished,South,49,3.9,0,2,0,15784222
Pune,Villa,2970,4,2,23,8,3,Semi-Furnished,East,94,8.1,6,0,1,61063683
Hyderabad,Villa,724,4,2,23,14,2,Furnished,South-West,57,4.1,5,1,1,12946546
Delhi,Villa,1929,1,1,0,27,2,Furnished,East,60,3.3,1,1,0,54062194
Delhi,Industrial,2345,3,3,5,12,1,Semi-Furnished,West,66,8.9,8,2,0,43208614
Jaipur,House,4886,2,2,11,9,2,Furnished,North,80,5.9,4,4,2,43777909
Chennai,Apartment,2830,3,1,24,19,1,Furnished,East,46,3.6,1,0,2,31795316
Hyderabad,Farm,4511,4,2,23,23,1,Furnished,South-East,96,9.4,2,2,1,30494242
Surat,Apartment,3910,2,4,18,12,3,Furnished,North-East,84,7.2,6,2,1,30434529
Mumbai,Industrial,1245,5,1,26,16,1,Semi-Furnished,South-East,83,3.0,6,1,0,31326013
Kolkata,Apartment,967,4,1,16,6,3,Furnished,North-East,94,6.5,9,3,1,11315058
Bangalore,Industrial,4088,3,2,1,27,3,Semi-Furnished,North-West,64,8.8,0,3,2,64776205
Pune,Apartment,2579,3,3,10,5,3,Furnished,West,50,7.3,9,4,0,32169778
Chennai,Villa,2419,3,4,17,12,2,Furnished,North,29,3.2,3,4,1,44204104
Chennai,Office,3719,1,3,22,27,3,Furnished,South-East,42,6.8,5,2,0,65261707
Chennai,Villa,2720,4,1,27,16,1,Furnished,North,49,6.6,7,4,2,54623277
Mumbai,Villa,2046,2,3,21,14,2,Semi-Furnished,South-East,43,8.4,2,3,2,66554446
Mumbai,Commercial,4403,3,1,10,3,1,Semi-Furnished,North-West,71,2.6,2,0,2,143313526
Bangalore,Commercial,4309,3,3,17,27,2,Semi-Furnished,North-East,28,7.3,7,1,1,92957725
Surat,Apartment,3820,1,2,7,14,1,Unfurnished,South,52,1.2,7,3,1,26355105
Hyderabad,Industrial,2931,2,3,14,13,0,Furnished,West,78,7.3,7,4,1,34220003
Chennai,Villa,756,4,1,8,20,0,Furnished,South-East,72,9.6,0,1,1,17000476
Delhi,Apartment,3481,5,4,14,10,0,Semi-Furnished,South-East,19,2.6,7,1,1,51216513
Ahmedabad,Commercial,2680,1,4,6,23,1,Unfurnished,North-West,22,3.8,7,2,1,33730913
Delhi,Office,4531,4,4,19,3,2,Furnished,West,14,6.2,1,4,2,109227259
Jaipur,Farm,2860,5,1,12,2,3,Semi-Furnished,North-East,67,7.6,8,2,2,14480276
Delhi,Apartment,3187,3,3,12,1,3,Furnished,North-East,68,4.1,6,1,1,51987799
Jaipur,Office,4609,3,4,0,19,1,Furnished,South-East,85,7.0,7,2,2,47251970
Kolkata,Farm,1597,2,4,19,26,1,Semi-Furnished,South,68,9.1,1,4,0,11932907
Ahmedabad,House,1678,5,4,3,9,1,Semi-Furnished,South,86,7.5,3,3,1,19063326
Delhi,Apartment,865,3,2,23,29,1,Furnished,North,95,7.4,6,0,0,17498038
Kolkata,Apartment,4400,3,1,3,12,3,Furnished,West,24,4.4,5,3,1,38897070
Pune,House,3748,2,1,3,19,2,Semi-Furnished,West,86,9.2,6,1,1,54375721
Hyderabad,House,1887,4,1,12,28,3,Furnished,North-East,10,3.5,0,3,2,24240484
Kolkata,Apartment,4997,3,1,1,25,1,Furnished,North,47,2.8,7,2,0,46363296
Hyderabad,House,4936,1,1,27,20,0,Semi-Furnished,North-West,62,4.3,6,4,2,58382287
Delhi,Villa,725,1,2,25,28,3,Furnished,West,61,6.9,3,3,1,24750734
Surat,Farm,2165,4,3,22,22,0,Furnished,North,10,8.8,0,3,0,13315675
Kolkata,Farm,4562,5,2,14,24,0,Unfurnished,North,20,2.2,7,4,1,24087087
Ahmedabad,Farm,703,2,4,3,17,1,Semi-Furnished,South-East,67,8.3,9,2,2,7557411
Delhi,Villa,4979,1,2,26,20,3,Unfurnished,North-East,49,8.3,6,0,1,134651008
Chennai,Industrial,1840,1,1,5,15,2,Unfurnished,North,95,6.3,7,3,1,24067137
Mumbai,House,548,4,2,2,10,3,Unfurnished,South-West,69,7.8,9,1,2,17252228
Kolkata,Office,3434,5,1,6,9,2,Furnished,South,53,2.6,0,2,1,48290637
Ahmedabad,House,3031,5,2,5,8,2,Furnished,South-West,15,2.5,4,2,0,32599943
Pune,Apartment,495,4,1,2,11,1,Unfurnished,South,37,8.8,8,3,2,9568243
Chennai,Commercial,3855,1,4,3,29,2,Unfurnished,East,40,5.5,4,4,1,59567197
Pune,Farm,4777,2,1,9,28,3,Unfurnished,North-East,17,3.2,9,3,2,35953228
Delhi,House,2769,1,2,29,18,3,Furnished,South-East,14,7.2,2,3,1,62577462
Mumbai,Office,3867,5,4,20,0,0,Unfurnished,North-West,63,9.0,8,4,2,111747444
Kolkata,Apartment,928,1,2,8,17,2,Unfurnished,South-West,26,6.7,8,1,2,9685934
Kolkata,Villa,2710,2,4,29,13,1,Semi-Furnished,South-West,47,4.1,3,4,0,35495276
Surat,Industrial,2063,3,3,5,21,1,Semi-Furnished,East,18,5.3,3,3,2,19856703
Surat,Villa,3764,1,3,28,20,3,Furnished,South,83,7.8,7,0,0,46896489
Delhi,Office,2741,4,3,19,0,2,Semi-Furnished,South-East,93,1.6,6,4,2,65255495
Delhi,Apartment,1092,3,2,26,16,1,Semi-Furnished,East,87,3.0,4,1,2,16962997
Mumbai,Farm,4730,4,2,10,10,2,Semi-Furnished,North-East,23,5.2,5,4,1,62671239
Surat,House,1351,4,4,6,19,2,Furnished,South-East,35,6.4,2,4,1,15973395
Ahmedabad,Apartment,1760,4,4,17,27,0,Semi-Furnished,North-East,71,4.1,5,2,1,15281939
Ahmedabad,Industrial,938,1,4,3,14,1,Furnished,North,34,3.7,7,2,2,11390951
Mumbai,Villa,1219,5,4,4,3,0,Unfurnished,West,89,1.4,9,3,2,41604306
Ahmedabad,Industrial,3562,3,1,3,14,1,Semi-Furnished,North,45,1.3,8,3,0,33097891
Jaipur,Industrial,4325,2,3,3,21,2,Furnished,North-East,89,3.5,2,4,0,35944529
Hyderabad,Office,671,5,1,26,21,1,Semi-Furnished,South-West,42,5.8,7,0,0,10565779
Mumbai,Office,1428,1,1,12,25,3,Unfurnished,South-East,12,6.0,2,3,1,40732655
Mumbai,House,4065,4,1,15,13,2,Furnished,South,96,5.4,1,4,1,108135122
Bangalore,Office,1642,2,1,24,21,1,Furnished,North-West,20,4.7,4,4,0,37388302
Chennai,Office,1541,3,3,13,0,0,Furnished,South,67,3.3,3,4,2,25236116
Chennai,Apartment,992,5,1,10,25,0,Unfurnished,South-East,73,4.6,4,4,1,13184432
Jaipur,Farm,2005,5,4,28,8,2,Unfurnished,North,27,2.2,5,4,1,9198495
Surat,House,4610,2,2,1,26,0,Unfurnished,North-West,56,2.0,2,2,0,38743637
Delhi,Apartment,3777,1,4,21,6,2,Furnished,South-East,53,3.7,0,1,1,62255436
Delhi,Farm,4471,3,2,13,22,2,Unfurnished,North-East,68,10.0,3,1,0,46731166
Pune,Industrial,4702,2,4,23,10,2,Semi-Furnished,South-West,59,3.9,5,4,1,63333425
Jaipur,Apartment,4094,4,4,23,22,1,Unfurnished,South,78,9.4,1,3,2,27096367
Mumbai,Commercial,2750,3,2,26,1,2,Furnished,North-East,97,4.5,1,0,2,95204731
Jaipur,Apartment,4607,5,3,6,1,0,Semi-Furnished,North-West,38,5.0,0,4,1,27642396
Jaipur,Office,1840,2,1,25,5,3,Unfurnished,North-West,99,8.2,8,0,0,16150313
Jaipur,Farm,4026,5,4,10,22,1,Semi-Furnished,South,76,1.8,2,2,1,18013196
Chennai,House,2282,5,3,3,18,0,Semi-Furnished,North-East,11,2.6,1,1,0,29929587
Jaipur,House,4111,5,1,6,28,2,Furnished,East,34,9.8,3,2,1,42011077
Hyderabad,Farm,584,1,3,28,19,2,Semi-Furnished,North-East,28,5.6,5,3,2,5460461
Delhi,Office,620,5,3,15,13,3,Semi-Furnished,North-West,49,1.4,0,3,2,18074129
Pune,Villa,3588,4,1,25,27,0,Furnished,North-East,11,1.4,8,4,1,75889636
Hyderabad,Apartment,1493,4,4,5,2,1,Furnished,South-West,92,9.2,8,3,1,17816994
Pune,Office,3345,3,3,26,6,0,Furnished,South-East,74,8.9,7,3,1,61865837
Bangalore,Commercial,2874,5,4,5,6,2,Semi-Furnished,North,71,5.1,5,2,2,60802047
Pune,Industrial,3015,5,4,1,3,1,Semi-Furnished,South-West,63,2.5,3,0,2,41485158
Delhi,Farm,2412,2,4,23,28,2,Semi-Furnished,East,54,8.5,1,1,0,24961410
Delhi,Apartment,2890,1,1,7,22,2,Furnished,West,58,3.9,7,3,1,47016609
Jaipur,House,1000,3,2,29,4,0,Unfurnished,South-East,78,4.8,6,3,1,7849342
Kolkata,Industrial,1560,5,4,26,16,3,Semi-Furnished,North,47,7.1,3,2,2,17615624
Bangalore,Villa,4999,2,2,6,25,2,Unfurnished,West,13,4.2,2,1,1,102970694
Mumbai,Commercial,4713,1,2,26,3,0,Furnished,South,26,6.7,5,2,0,167899155
Ahmedabad,House,3135,3,3,24,22,1,Semi-Furnished,West,62,9.0,0,0,1,30824399
Pune,Farm,2618,3,4,23,12,3,Unfurnished,South-East,94,8.2,1,2,2,22527173
Kolkata,Apartment,1552,5,4,13,15,2,Semi-Furnished,North-East,62,4.4,6,1,1,14086525
Jaipur,Farm,456,3,4,8,15,2,Semi-Furnished,South-East,40,3.6,2,1,2,4448612
Chennai,Industrial,1604,2,2,14,1,1,Semi-Furnished,South-West,31,3.6,0,3,0,18870469
Mumbai,Apartment,4741,3,1,24,17,0,Unfurnished,West,20,4.1,1,0,0,90695003
Surat,Office,543,4,2,21,0,2,Furnished,North-West,43,5.4,9,4,1,8807374
Kolkata,Villa,767,2,4,17,17,1,Semi-Furnished,North,24,4.7,9,3,1,12891978
Chennai,Office,1882,1,4,11,25,2,Furnished,North,19,2.2,8,2,2,29804360
Bangalore,Office,1015,1,4,22,29,0,Furnished,West,62,2.5,6,2,0,21430875
Jaipur,Farm,4038,5,2,18,7,3,Unfurnished,North,57,4.1,6,1,0,16462709
Mumbai,Industrial,3728,5,4,12,10,0,Unfurnished,North-West,40,6.1,9,1,0,82732002
Mumbai,Villa,3627,4,3,6,23,0,Furnished,South-East,46,6.3,7,1,0,136320801
Mumbai,Apartment,1988,1,4,24,23,0,Semi-Furnished,North,37,5.4,7,4,1,39357518
Bangalore,Apartment,2889,1,1,9,14,1,Unfurnished,West,40,7.6,8,4,1,35438126
Pune,Commercial,3403,1,3,29,15,2,Semi-Furnished,East,79,7.6,1,3,2,55910065
Surat,House,1098,1,4,9,16,3,Semi-Furnished,East,23,4.8,7,4,0,11632101
Bangalore,Commercial,3223,3,3,1,16,1,Semi-Furnished,South,96,2.1,7,1,1,69627209
Ahmedabad,Commercial,1344,2,4,13,11,0,Furnished,South-West,25,5.8,4,3,1,17205748
Surat,Apartment,4281,2,1,12,9,3,Semi-Furnished,North,34,4.4,4,3,0,29543877
Delhi,Farm,1322,4,4,21,19,0,Furnished,South-West,48,2.2,3,0,1,17426602
Jaipur,Office,2146,3,3,28,5,0,Furnished,South-East,75,9.8,4,4,2,20297679
Bangalore,Industrial,4520,1,1,5,7,0,Semi-Furnished,West,47,4.3,1,2,2,75830323
Chennai,Office,3253,1,2,8,12,3,Semi-Furnished,North,50,6.6,1,2,0,50069600
Surat,Office,1959,5,1,12,1,2,Semi-Furnished,North-East,49,5.4,4,0,2,22210929
Ahmedabad,Villa,1483,5,1,8,28,0,Semi-Furnished,North-West,73,2.3,2,1,1,19879350
Delhi,Apartment,3938,4,1,12,18,2,Furnished,North,98,1.5,0,0,2,68448755
Pune,Industrial,833,1,3,4,21,3,Semi-Furnished,North,25,6.6,8,1,1,14391915
Chennai,Farm,3326,4,1,13,9,3,Semi-Furnished,South-West,91,3.2,1,4,0,23485626
Surat,Villa,1489,3,4,4,3,0,Furnished,South-West,86,3.2,9,4,0,21884719
Jaipur,House,3357,2,1,8,11,2,Unfurnished,East,68,9.6,1,3,1,26915326
Chennai,Farm,3012,1,1,7,17,2,Unfurnished,North-West,20,5.2,3,3,1,20647781
Delhi,Commercial,4591,3,4,6,6,0,Furnished,West,10,1.3,1,3,2,119097733
Chennai,Farm,4159,1,4,7,19,1,Unfurnished,North,22,4.1,6,3,1,28978480
Hyderabad,Farm,4663,5,2,21,23,1,Furnished,East,39,6.3,9,2,0,32273909
Kolkata,Office,2489,4,1,2,23,3,Semi-Furnished,South-West,78,4.0,0,3,1,29687471
Pune,Farm,2302,5,3,22,22,3,Semi-Furnished,South,27,1.2,1,3,2,19816547
Delhi,Commercial,2967,2,1,23,25,1,Unfurnished,North-West,87,5.0,4,3,2,70865238
Chennai,Commercial,2398,5,1,14,24,1,Semi-Furnished,East,22,2.0,1,1,1,38647885
Kolkata,Apartment,3514,1,4,7,3,1,Unfurnished,East,41,6.6,8,3,2,25297002
Kolkata,Farm,3394,5,2,0,6,0,Unfurnished,South-East,80,6.6,3,0,2,19561606
Chennai,Office,2410,1,1,6,9,0,Semi-Furnished,East,81,1.3,8,3,0,34166241
Jaipur,Farm,2291,2,3,18,25,0,Semi-Furnished,South-East,59,3.6,0,3,1,12154602
Hyderabad,House,1230,5,1,1,14,0,Unfurnished,North,80,4.7,0,2,0,15618527
Bangalore,House,448,4,3,13,11,0,Semi-Furnished,North,89,6.0,0,3,0,9567283
Hyderabad,Office,4610,4,4,17,0,0,Furnished,South-West,40,3.7,3,1,2,63721717
Chennai,Apartment,1578,4,2,29,19,3,Semi-Furnished,South,60,3.6,8,4,0,16935709
Pune,Apartment,3433,5,1,14,17,2,Semi-Furnished,North-East,36,9.8,7,3,1,41291919
Bangalore,Commercial,470,5,2,13,24,3,Furnished,North-East,69,1.4,6,3,1,12258091
Delhi,Commercial,466,5,1,23,15,2,Semi-Furnished,North-East,42,9.9,0,3,1,14055231
Hyderabad,Villa,2177,1,3,24,4,3,Semi-Furnished,South-West,62,1.4,2,2,0,32719371
Chennai,Office,2628,2,2,18,18,3,Unfurnished,South-East,81,3.6,8,4,1,38954137
Hyderabad,Farm,2189,4,1,29,3,0,Semi-Furnished,South-West,42,5.4,8,2,1,14862330
Bangalore,Industrial,1012,1,4,18,5,0,Semi-Furnished,North-West,50,2.3,4,2,0,15546322
Ahmedabad,Office,2286,4,3,21,25,2,Furnished,North-West,28,2.2,5,2,0,25721470
Surat,Villa,2022,1,2,26,16,2,Unfurnished,South,94,3.3,5,1,0,22662347
Hyderabad,Commercial,1096,5,1,25,6,0,Unfurnished,North-West,50,9.8,9,4,0,17613771
Delhi,Office,1637,4,2,16,23,3,Unfurnished,North-East,94,4.4,3,1,2,39251252
Delhi,Office,2806,5,1,21,22,2,Semi-Furnished,North-East,98,6.1,0,1,0,63151971
Mumbai,Commercial,648,4,3,27,6,1,Unfurnished,South-West,51,7.3,4,4,0,19958122
Hyderabad,Villa,1037,3,4,18,8,1,Furnished,East,32,7.7,0,1,1,18816333
Surat,Commercial,1349,1,3,26,12,1,Unfurnished,North-West,84,7.2,0,4,1,13821428
Jaipur,Apartment,2304,3,2,15,19,2,Furnished,South-West,42,4.0,4,3,0,17399765
Kolkata,Farm,3987,1,2,19,13,0,Unfurnished,North,29,2.0,4,2,0,21157485
Surat,Commercial,1511,2,1,24,15,0,Unfurnished,North,34,3.5,6,1,0,15033847
Kolkata,Villa,575,4,3,18,22,0,Furnished,East,99,2.9,1,4,1,10521588
Kolkata,House,1122,2,1,0,8,2,Unfurnished,East,61,2.2,5,0,1,12001041
Ahmedabad,Apartment,4242,2,3,18,14,2,Unfurnished,East,21,1.2,1,1,0,27866049
Mumbai,House,4074,1,2,6,4,1,Unfurnished,South-West,41,9.4,9,1,1,94538860
Surat,Industrial,2347,3,1,28,17,2,Semi-Furnished,North,42,9.3,4,4,1,20120956
Surat,Commercial,1102,5,1,22,20,1,Furnished,North-East,83,1.5,3,0,0,14245000
Ahmedabad,Apartment,2528,1,3,10,19,1,Unfurnished,East,77,2.6,9,0,1,19315154
Hyderabad,Farm,1326,5,4,4,7,0,Furnished,South,24,2.3,4,3,0,10399264
Hyderabad,Commercial,4633,2,3,29,14,2,Furnished,South-East,60,3.5,1,1,2,70251989
Hyderabad,Farm,3904,5,4,16,20,0,Furnished,South-West,15,2.8,7,2,2,28849651
Pune,Office,2917,3,3,10,24,0,Unfurnished,East,78,9.5,7,1,2,45477665
Kolkata,House,2797,1,2,23,8,2,Unfurnished,South-East,78,1.8,5,2,1,26800874
Pune,Apartment,1549,3,1,25,18,2,Furnished,West,91,2.9,2,2,2,21058255
Mumbai,Farm,3780,3,3,7,28,3,Semi-Furnished,East,44,1.7,3,4,1,52444285
Ahmedabad,Villa,2278,1,2,9,25,1,Furnished,North,95,9.8,0,1,0,30142931
Surat,Farm,1653,3,3,11,21,3,Semi-Furnished,North-West,43,9.3,8,4,2,10183477
Kolkata,Villa,1883,4,1,9,5,1,Furnished,East,72,7.4,9,3,1,30968576
Pune,Commercial,709,4,3,12,3,1,Furnished,South-West,77,4.8,4,2,2,15935017
Pune,Apartment,4352,4,4,25,10,1,Furnished,North-West,27,2.7,7,0,1,52122712
Chennai,Farm,3449,5,1,17,28,0,Unfurnished,West,35,3.0,2,2,1,24590935
Pune,Industrial,1964,3,4,9,9,0,Semi-Furnished,South,95,5.0,3,3,0,25170719
Jaipur,Farm,1900,1,2,18,2,2,Semi-Furnished,North-West,70,7.9,3,2,1,9295021
Surat,Industrial,415,1,2,19,0,1,Furnished,South-East,87,3.4,7,4,1,5055933
Jaipur,Apartment,1005,5,3,16,11,1,Unfurnished,North-East,83,3.8,8,1,2,8887909
Surat,Farm,1781,1,4,19,22,1,Unfurnished,East,97,6.4,2,0,0,9363369
Ahmedabad,Villa,3783,4,4,15,14,0,Semi-Furnished,West,94,3.1,6,4,1,45675812
Surat,Farm,1294,3,1,4,14,2,Unfurnished,West,57,6.3,8,1,2,9117185
Jaipur,House,1967,1,4,2,20,0,Semi-Furnished,North-West,81,4.5,1,0,0,17040709
Surat,Commercial,813,1,4,29,13,3,Semi-Furnished,South,40,1.3,3,3,1,8779539
Ahmedabad,Office,4520,2,1,26,25,3,Semi-Furnished,North,43,4.6,2,2,2,43634287
Ahmedabad,Villa,2404,2,1,14,6,3,Unfurnished,East,96,9.3,7,0,0,31661007
Mumbai,House,715,2,4,25,16,2,Semi-Furnished,West,98,3.6,3,3,0,18721166
Surat,Industrial,3455,3,3,1,23,3,Semi-Furnished,South,16,3.9,8,1,0,29527890
Chennai,Commercial,2249,4,1,12,18,2,Furnished,North-East,92,1.6,0,0,0,39375705
Hyderabad,Apartment,2353,4,1,21,6,0,Semi-Furnished,West,16,6.5,0,3,1,20163548
Delhi,Villa,788,4,4,7,27,0,Semi-Furnished,South,56,8.6,3,1,1,25124671
Ahmedabad,Office,3169,3,4,22,2,2,Furnished,South-West,17,4.2,2,4,0,35339925
Bangalore,Commercial,4939,3,1,26,29,0,Furnished,North,87,3.2,2,2,0,102236274
Hyderabad,Industrial,3446,2,4,29,2,0,Unfurnished,North,10,9.6,9,3,1,32132818
Kolkata,Office,2815,1,1,16,25,2,Semi-Furnished,West,86,7.7,1,4,2,34134849
Surat,Apartment,2789,5,3,3,24,3,Unfurnished,South-East,12,6.1,9,1,0,22197657
Jaipur,Apartment,703,5,3,18,28,2,Unfurnished,West,62,3.7,9,0,1,7035901
Delhi,Industrial,1163,1,1,21,17,1,Furnished,North-West,47,3.0,1,2,1,25675983
Bangalore,Villa,2373,2,1,24,29,0,Unfurnished,East,60,7.4,7,1,2,57768969
Hyderabad,Industrial,1215,1,2,8,19,2,Semi-Furnished,South,24,5.7,0,3,1,15009919
Surat,Farm,1277,1,2,22,21,0,Furnished,West,76,5.7,7,2,0,8460339
Mumbai,Apartment,2726,5,4,14,13,3,Semi-Furnished,East,73,1.7,9,4,1,58752008
Kolkata,Commercial,2829,2,4,27,2,0,Semi-Furnished,North-West,77,5.6,2,2,0,36283384
Delhi,Farm,2460,3,1,8,27,2,Furnished,South-West,14,8.4,1,4,1,28200844
Chennai,House,4798,5,1,23,25,3,Semi-Furnished,South-West,99,9.5,8,1,0,61753683
Mumbai,Office,1979,3,2,20,29,3,Furnished,East,98,2.0,4,0,0,61353452
Bangalore,Farm,4655,2,2,8,25,3,Semi-Furnished,West,19,6.7,4,2,1,46806299
Delhi,Office,2601,1,1,13,6,1,Furnished,North,17,6.1,5,0,0,63060270
Mumbai,Industrial,3997,4,3,22,6,2,Unfurnished,South,21,9.0,3,0,1,96493464
Kolkata,Farm,1603,4,3,20,4,2,Semi-Furnished,South,73,7.8,6,2,1,11118611
Chennai,Industrial,2824,2,4,15,2,3,Furnished,South-West,68,9.7,6,2,1,38135706
Mumbai,House,4275,4,1,23,17,0,Semi-Furnished,South-West,76,9.6,8,0,0,105481201
Pune,Apartment,3223,3,1,22,14,3,Semi-Furnished,North,59,3.0,5,3,1,35515610
Chennai,House,3685,4,4,24,19,1,Semi-Furnished,South-East,32,7.5,0,3,2,48761760
Bangalore,Apartment,2463,2,2,25,13,3,Furnished,West,49,5.8,8,2,0,35735939
Kolkata,Industrial,2379,2,2,16,28,2,Unfurnished,South-West,87,2.9,9,0,2,22312634
Surat,Apartment,4748,3,3,12,3,3,Unfurnished,South-West,96,2.8,8,0,2,30594655
Jaipur,Office,3531,4,1,8,26,0,Unfurnished,South-West,86,1.7,4,1,2,34887173
Jaipur,Commercial,3492,4,2,14,23,2,Furnished,South,85,8.2,6,0,2,43097568
Jaipur,House,4064,1,3,6,7,0,Unfurnished,West,27,3.9,0,3,1,30004276
Delhi,Farm,2736,5,3,0,28,3,Furnished,North-West,30,8.7,3,1,2,37225544
Bangalore,House,4014,2,3,0,20,2,Semi-Furnished,West,10,6.5,9,3,0,66205717
Kolkata,Office,897,1,2,4,12,1,Semi-Furnished,East,47,7.1,3,4,2,12757485
Chennai,Apartment,4217,2,2,23,21,2,Unfurnished,North,50,3.6,4,2,2,37903458
Delhi,Office,531,1,1,8,7,0,Furnished,South-East,51,5.1,5,4,2,15894830
Bangalore,Villa,1257,5,1,11,14,2,Semi-Furnished,South-West,18,4.7,3,2,1,31939222
